18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
18,73
19,79
19,81
19,80
19,78
19,77
19,76
19,76
19,75
19,75
19,75
19,75
19,75
19,75
19,75
19,75
19,74
0,0
0,0
19,75
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,73
19,73
19,73
19,73
19,74
19,74
19,74
19,73
19,73
19,73
19,72
20,79
20,87
20,91
20,92
21,93
21,93
21,93
21,93
21,93
21,94
21,94
21,94
21,94
21,94
21,94
21,94
21,93
21,93
21,93
21,92
21,92
20,90
20,90
20,90
20,89
20,89
20,89
20,88
20,87
20,86
20,86
20,85
20,85
20,85
20,84
20,83
20,82
20,82
20,81
20,81
20,80
20,79
20,79
20,79
20,78
20,78
20,78
20,77
19,77
19,78
19,77
19,77
19,77
19,76
19,76
19,76
19,75
19,75
19,75
19,75
19,75
19,75
19,75
19,75
19,75
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,74
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,74
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
19,73
